Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,2335.000000,2465.000000,2315.000000,2420.000000,1828.159180,366069500
2017-01-08,2400.000000,2430.000000,2350.000000,2390.000000,1805.496094,369567500
2017-01-15,2400.000000,2400.000000,2360.000000,2360.000000,1782.832886,315689500
2017-01-22,2350.000000,2380.000000,2335.000000,2345.000000,1771.501465,355840000
2017-01-29,2365.000000,2410.000000,2340.000000,2400.000000,1813.050415,530178500
2017-02-05,2415.000000,2425.000000,2365.000000,2405.000000,1816.827637,642547500
2017-02-12,2415.000000,2425.000000,2340.000000,2340.000000,1767.724243,356696000
2017-02-19,2360.000000,2400.000000,2330.000000,2390.000000,1805.496094,383724500
2017-02-26,2400.000000,2405.000000,2370.000000,2370.000000,1790.387329,363857500
2017-03-05,2380.000000,2430.000000,2375.000000,2415.000000,1824.381958,373649500
2017-03-12,2430.000000,2600.000000,2400.000000,2600.000000,1964.137939,914975000
2017-03-19,2620.000000,2650.000000,2560.000000,2630.000000,1986.801147,619169500
2017-03-26,2555.000000,2630.000000,2515.000000,2595.000000,2340.311279,373330000
2017-04-02,2595.000000,2645.000000,2560.000000,2610.000000,2353.839111,382464000
2017-04-09,2620.000000,2650.000000,2540.000000,2540.000000,2290.709473,236867000
2017-04-16,2550.000000,2600.000000,2485.000000,2585.000000,2331.292725,307575500
2017-04-23,2585.000000,2645.000000,2580.000000,2580.000000,2326.783691,467783000
2017-04-30,2580.000000,2800.000000,2580.000000,2785.000000,2511.663574,569480000
2017-05-07,2770.000000,2870.000000,2745.000000,2805.000000,2529.700684,545468500
2017-05-14,2850.000000,3060.000000,2735.000000,2900.000000,2615.376709,688254000
2017-05-21,2960.000000,3050.000000,2820.000000,2845.000000,2565.774658,513024000
2017-05-28,2860.000000,2950.000000,2805.000000,2950.000000,2660.469482,340739500
2017-06-04,2955.000000,3005.000000,2860.000000,2875.000000,2592.830566,469981000
2017-06-11,2840.000000,2970.000000,2840.000000,2935.000000,2646.941650,405640500
2017-06-18,2920.000000,3060.000000,2920.000000,3050.000000,2750.654785,348321500
2017-06-25,3050.000000,3050.000000,3050.000000,3050.000000,2750.654785,0
2017-07-02,3000.000000,3100.000000,2995.000000,3010.000000,2714.580566,707419500
2017-07-09,3015.000000,3020.000000,2920.000000,2960.000000,2669.488037,525281500
2017-07-16,2960.000000,3000.000000,2930.000000,2935.000000,2646.941650,371689000
2017-07-23,2900.000000,2980.000000,2860.000000,2900.000000,2615.376709,610626000
2017-07-30,2885.000000,3000.000000,2885.000000,2985.000000,2692.034424,523460000
2017-08-06,2985.000000,3020.000000,2970.000000,3000.000000,2705.562256,480172000
2017-08-13,3000.000000,3050.000000,2990.000000,3030.000000,2732.617676,317234500
2017-08-20,3000.000000,3070.000000,3000.000000,3060.000000,2759.673584,384363500
2017-08-27,3060.000000,3060.000000,2980.000000,3025.000000,2728.108887,225347000
2017-09-03,2995.000000,3025.000000,2945.000000,3000.000000,2705.562256,299214500
2017-09-10,3005.000000,3010.000000,2960.000000,2970.000000,2678.506592,426561500
2017-09-17,2980.000000,3140.000000,2975.000000,3135.000000,2827.312500,408048500
2017-09-24,3135.000000,3150.000000,2935.000000,3055.000000,2755.164063,600649000
2017-10-01,3055.000000,3100.000000,3025.000000,3075.000000,2773.201172,330172000
