Date,Open,High,Low,Close,Adj Close,Volume
2017-10-08,3100.000000,3100.000000,3035.000000,3070.000000,2768.691895,519021500
2017-10-15,3060.000000,3135.000000,3050.000000,3125.000000,2818.293945,496685500
2017-10-22,3140.000000,3150.000000,3090.000000,3120.000000,2813.784668,467923500
2017-10-29,3130.000000,3210.000000,3105.000000,3200.000000,2885.933105,484353000
2017-11-05,3215.000000,3370.000000,3205.000000,3280.000000,2958.081543,722798400
2017-11-12,3280.000000,3330.000000,3120.000000,3290.000000,2967.099854,432293000
2017-11-19,3300.000000,3410.000000,3270.000000,3350.000000,3021.211182,482190100
2017-11-26,3310.000000,3400.000000,3210.000000,3210.000000,2894.951660,549580600
2017-12-03,3330.000000,3470.000000,3260.000000,3370.000000,3039.248047,488136500
2017-12-10,3430.000000,3460.000000,3380.000000,3390.000000,3057.285156,381569600
2017-12-17,3390.000000,3470.000000,3350.000000,3460.000000,3120.415039,370331400
2017-12-24,3460.000000,3720.000000,3460.000000,3640.000000,3282.748779,284318700
2017-12-31,3640.000000,3720.000000,3460.000000,3590.000000,3237.656006,404777700
2018-01-07,3590.000000,3600.000000,3480.000000,3540.000000,3192.563477,509399100
2018-01-14,3540.000000,3650.000000,3530.000000,3620.000000,3264.711670,418904700
2018-01-21,3620.000000,3920.000000,3610.000000,3850.000000,3472.138184,713112500
2018-01-28,3850.000000,3850.000000,3630.000000,3740.000000,3372.934326,824861600
2018-02-04,3650.000000,3790.000000,3650.000000,3710.000000,3345.878418,715135900
2018-02-11,3700.000000,3910.000000,3700.000000,3840.000000,3463.119629,310312100
2018-02-18,3850.000000,3860.000000,3750.000000,3790.000000,3418.026855,475860800
2018-02-25,3750.000000,3820.000000,3730.000000,3790.000000,3418.026855,470176700
2018-03-04,3800.000000,3810.000000,3650.000000,3690.000000,3327.841309,517765000
2018-03-11,3700.000000,3770.000000,3550.000000,3680.000000,3318.822998,707003100
2018-03-18,3690.000000,3820.000000,3450.000000,3600.000000,3246.674561,670755300
2018-03-25,3580.000000,3670.000000,3500.000000,3600.000000,3246.674561,421586500
2018-04-01,3500.000000,3600.000000,3450.000000,3480.000000,3138.452148,351262600
2018-04-08,3530.000000,3670.000000,3480.000000,3550.000000,3299.416016,342663900
2018-04-15,3550.000000,3660.000000,3550.000000,3660.000000,3401.651367,67903000
2018-04-22,3630.000000,3640.000000,3480.000000,3490.000000,3243.651123,189181200
2018-04-29,3190.000000,3280.000000,3010.000000,3030.000000,2816.121338,576529300
2018-05-06,3080.000000,3300.000000,2990.000000,3160.000000,2936.945068,641432000
2018-05-13,3150.000000,3220.000000,2920.000000,2940.000000,2732.474121,891074300
2018-05-20,2900.000000,3130.000000,2720.000000,3120.000000,2899.768555,1704460500
2018-05-27,3130.000000,3290.000000,3070.000000,3080.000000,2862.591797,804589900
2018-06-03,3150.000000,3270.000000,3090.000000,3140.000000,2918.356689,894144000
2018-06-10,3140.000000,3140.000000,3140.000000,3140.000000,2918.356689,0
2018-06-17,3140.000000,3140.000000,2870.000000,2980.000000,2769.650635,702685300
2018-06-24,2980.000000,3000.000000,2740.000000,2840.000000,2639.532959,876812100
2018-07-01,2890.000000,2950.000000,2770.000000,2840.000000,2639.532959,508939500
2018-07-08,2860.000000,3080.000000,2860.000000,2970.000000,2760.356445,586171000
2018-07-15,3000.000000,3010.000000,2850.000000,2980.000000,2769.650635,552631100
2018-07-22,3000.000000,3090.000000,2950.000000,3090.000000,2871.885986,373293700
2018-07-29,3100.000000,3350.000000,3000.000000,3330.000000,3094.945068,580409500
2018-08-05,3350.000000,3470.000000,3300.000000,3390.000000,3150.709961,509040900
2018-08-12,3300.000000,3320.000000,3020.000000,3050.000000,2834.709473,636192900
2018-08-19,3080.000000,3290.000000,3080.000000,3270.000000,3039.180420,413536900
2018-08-26,3320.000000,3380.000000,3110.000000,3180.000000,2955.533203,517310300
2018-09-02,3180.000000,3220.000000,2900.000000,3030.000000,2816.121338,700668600
2018-09-09,3030.000000,3070.000000,2910.000000,3070.000000,2853.297607,435273400
2018-09-16,3060.000000,3190.000000,2920.000000,3120.000000,2899.768555,692955800
2018-09-23,3120.000000,3170.000000,2980.000000,3150.000000,2927.650879,550126800
2018-09-30,3150.000000,3190.000000,2960.000000,2980.000000,2769.650635,586486200
2018-10-07,2970.000000,3040.000000,2870.000000,2950.000000,2741.768311,471137600
2018-10-14,2960.000000,3100.000000,2960.000000,3020.000000,2806.827148,377008800
2018-10-21,3010.000000,3080.000000,2910.000000,2990.000000,2778.944824,389361100
2018-10-28,3000.000000,3290.000000,2950.000000,3280.000000,3048.474365,706663900
2018-11-04,3260.000000,3490.000000,3220.000000,3340.000000,3104.239258,697114900
2018-11-11,3320.000000,3550.000000,3230.000000,3490.000000,3243.651123,573431100
2018-11-18,3540.000000,3580.000000,3350.000000,3480.000000,3234.357178,412959300
2018-11-25,3450.000000,3760.000000,3450.000000,3620.000000,3364.475098,701031700
2018-12-02,3720.000000,3780.000000,3610.000000,3620.000000,3364.475098,631352500
2018-12-09,3610.000000,3690.000000,3570.000000,3680.000000,3420.239746,523456200
2018-12-16,3650.000000,3680.000000,3550.000000,3620.000000,3364.475098,618302200
2018-12-23,3620.000000,3680.000000,3520.000000,3660.000000,3401.651367,278070300
2018-12-30,3660.000000,3660.000000,3660.000000,3660.000000,3401.651367,0
