Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,8575.000000,8750.000000,8400.000000,8525.000000,8050.321289,11535900
2017-01-08,8525.000000,8825.000000,8450.000000,8525.000000,8050.321289,16460700
2017-01-15,8400.000000,8650.000000,8375.000000,8500.000000,8026.713379,17734000
2017-01-22,8500.000000,8700.000000,8350.000000,8550.000000,8073.929688,10541300
2017-01-29,8550.000000,8550.000000,8375.000000,8450.000000,7979.497070,21019800
2017-02-05,8425.000000,8575.000000,8400.000000,8550.000000,8073.929688,13702400
2017-02-12,8475.000000,8525.000000,8350.000000,8375.000000,7908.673340,36928800
2017-02-19,8400.000000,8475.000000,8250.000000,8325.000000,7861.457520,32812200
2017-02-26,8350.000000,8375.000000,8200.000000,8225.000000,7767.025391,19011200
2017-03-05,8325.000000,8350.000000,8075.000000,8150.000000,7696.201660,19481200
2017-03-12,8150.000000,8900.000000,8150.000000,8700.000000,8215.577148,30056500
2017-03-19,8725.000000,8950.000000,8500.000000,8600.000000,8121.145508,19494400
2017-03-26,8425.000000,8650.000000,8150.000000,8150.000000,7696.201660,24966000
2017-04-02,8200.000000,8450.000000,8150.000000,8175.000000,7719.809570,23063200
2017-04-09,8200.000000,8250.000000,7975.000000,8125.000000,7672.593750,28474700
2017-04-16,8100.000000,8425.000000,8075.000000,8400.000000,7932.281250,18358800
2017-04-23,8400.000000,8950.000000,8375.000000,8775.000000,8286.401367,40545200
2017-04-30,8775.000000,8775.000000,8425.000000,8625.000000,8144.753418,18369600
2017-05-07,8650.000000,8750.000000,8500.000000,8600.000000,8121.145508,17771000
2017-05-14,8675.000000,9225.000000,8525.000000,9100.000000,8593.304688,26011900
2017-05-21,9100.000000,9175.000000,8625.000000,8800.000000,8310.009766,22245200
2017-05-28,8850.000000,8950.000000,8650.000000,8700.000000,8215.577148,26856900
2017-06-04,8750.000000,8850.000000,8325.000000,8400.000000,7932.281250,47277200
2017-06-11,8350.000000,8800.000000,8275.000000,8750.000000,8262.792969,22195000
2017-06-18,8750.000000,8875.000000,8625.000000,8800.000000,8465.204102,15593900
2017-06-25,8800.000000,8800.000000,8800.000000,8800.000000,8465.204102,0
2017-07-02,8650.000000,8825.000000,8400.000000,8500.000000,8176.618164,39116400
2017-07-09,8600.000000,8700.000000,8425.000000,8700.000000,8369.008789,12985600
